year,id,name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2010,47Slg6LuqLaX0VodpSCvP,Just the Way You Are,Bruno Mars,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,220733,4
2010,15JINEqzVMv3SvJTAXAKE,Love The Way You Lie,Eminem,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,263373,4
2010,0SiywuOBRcynK0uKGWdCn,Bad Romance,Lady Gaga,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,294573,4
2010,4HlFJV71xXKIGcU3kRytt,"Hey, Soul Sister",Train,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,216773,4
2010,0HPD5WQqrq7wPWR7P7Dw1,TiK ToK,Kesha,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,199693,4
2010,6lV2MSQmRIkycDScNtrBX,Airplanes (feat. Hayley Williams),B.o.B,0.66,0.867,6,-4.285,0,0.116,0.11,0,0.0368,0.377,93.033,180480,4
2010,2CEgGE6aESpnmtfiZwYlb,Dynamite,Taio Cruz,0.751,0.783,4,-3.724,1,0.0859,0.00379,0,0.036,0.816,119.975,202613,4
2010,0RZyUsKfiC7MtiGKatCtG,Misery,Maroon 5,0.703,0.81,4,-4.874,0,0.0424,0.000315,0,0.216,0.726,102.978,216200,4
2010,6tS3XVuOyu10897O3ae7b,California Gurls,Katy Perry,0.791,0.754,0,-3.729,1,0.0569,0.00446,0,0.163,0.425,125.014,234653,4
2010,1a9hBnJodCsNcp0HoJAOb,Your Song - Bonus Track,Ellie Goulding,0.547,0.197,10,-12.002,1,0.0303,0.941,0.000756,0.144,0.402,133.85,191827,4
2010,4gs07VlJST4bdxGbBsXVu,Heartbreak Warfare,John Mayer,0.624,0.554,2,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031,269720,4
2010,3DrjZArsPsoqbLzUZZV1I,Back To December,Taylor Swift,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,293027,4
2010,3VA8T3rNy5V24AXxNK5u9,King of Anything,Sara Bareilles,0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003,207493,4
2010,1qfYG2JrchEyJiqKnkE7Y,What You Know,Two Door Cinema Club,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74E-06,0.0921,0.841,139.048,189693,4
2010,5vd5Xnm203ZmzulaK49zJ,Dancing On My Own,Robyn,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,288670,4
2010,4aY0tZIaboefmkBEsjAov,If I Die Young,The Band Perry,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,222773,4
2010,49kjlZP49LMD1MrrcvXDE,For the First Time,The Script,0.393,0.633,9,-4.769,1,0.0275,0.0339,0,0.104,0.382,174.022,252440,4
2010,7hR5toSPEgwFZ78jfHdAN,Half of My Heart,John Mayer,0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058,250373,4
