year,id,name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2016,3hB5DgAiMAQ4DzYbsMq1I,Love Yourself,Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233720,4
2016,1zi7xx7UVEFkmKfv06H8x,One Dance,Drake,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4
2016,0IOFbRuU9O7BsRMVBT6Rb,Ophelia,The Lumineers,0.664,0.576,5,-6.429,1,0.0286,0.63,0.000198,0.0902,0.621,76.026,160097,4
2016,7BKLCZ1jbUBVqRi2FVlTV,Closer,The Chainsmokers,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,4
2016,1MDoll6jK4rrk2BcFRP5i,Hello,Adele,0.471,0.431,5,-6.129,0,0.0342,0.329,0,0.0854,0.289,157.98,295502,4
2016,5YEOzOojehCqxGQCcQiyR,Panda,Desiigner,0.576,0.766,10,-4.943,0,0.449,0.028,1.68E-06,0.366,0.236,144.833,246761,4
2016,4m0q0xQ2BNl9SCAGKyfiG,Somebody Else,The 1975,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,347526,4
2016,6b3b7lILUJqXcp6w9wNQS,Cheap Thrills (feat. Sean Paul),Sia,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,224813,4
2016,3CRDbSIZ4r5MsZ0YwxuEk,Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,202333,4
2016,72TFWvU3wUYdUuxejTTIz,Work,Rihanna,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,219320,4
2016,3xKsf9qdS1CyvXSMEid6g,Pink + White,Frank Ocean,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57E-05,0.415,0.554,159.738,184516,3
2016,09CtPGIpYB4BrO8qb1RGs,Sorry,Justin Bieber,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787,4
2016,6JV2JOEocMgcZxYSZelKc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,0.667,0.83,0,-5.715,1,0.0749,0.0123,0,0.191,0.701,113.03,236002,4
2016,5dTJMpqiELczVuHJP3OAE,This Town,Niall Horan,0.679,0.407,9,-7.778,1,0.0302,0.699,0,0.122,0.195,111.814,232600,4
2016,5dB00dkUFlruwbxVmdOPS,Dancing On My Own,Calum Scott,0.686,0.172,1,-8.722,1,0.0329,0.839,1.81E-05,0.0793,0.197,112.655,260004,4
2016,5fX2oPyLCe5mBKqGDbOWq,When You Love Someone,James TW,0.68,0.446,7,-6.039,1,0.0281,0.256,0,0.0515,0.339,125.863,216373,4
2016,7lGKEWMXVWWTt3X71Bv44,Unsteady,X Ambassadors,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,4
2016,0cj2joJcY6b4XSRfj2eZO,When We Were Young,Adele,0.377,0.595,3,-5.936,1,0.0489,0.303,0,0.095,0.264,144.464,290900,4
2016,4h0zU3O9R5xzuTmNO7dND,Lost Boy,Ruth B.,0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.348,123.994,275280,4
2016,0VhgEqMTNZwYL1ARDLLNC,Can I Be Him,James Arthur,0.696,0.543,11,-6.164,1,0.0489,0.308,0,0.0939,0.479,107.969,246880,4
