year,id,name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2015,32OlwWuMpZ6b0aN2RZOeM,Uptown Funk (feat. Bruno Mars),Mark Ronson,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,269667,4
2015,34gCuhDGsG4bRPIf9bb02,Thinking out Loud,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4
2015,2JzZzZUQj3Qff7wapcbKj,See You Again (feat. Charlie Puth),Wiz Khalifa,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,229526,4
2015,4B0JvthVoAAuygILe3n4B,What Do You Mean?,Justin Bieber,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4
2015,2YWjW3wwQIBLNhxWKBQd1,Lean On (feat. MØ & DJ Snake),Major Lazer,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
2015,2PIvq1pGrUjY007X5y1Up,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,0.659,0.381,2,-5.922,0,0.0304,0.385,0,0.0972,0.426,119.844,252227,3
2015,3zHq9ouUJQFQRf3cm1rRL,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,252534,4
2015,5iNRPN7oYQvdB9AmeSW6d,Trap Queen,Fetty Wap,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,222093,4
2015,7HqtFBLJcilvyUuMav4Y5,Believe,Mumford & Sons,0.366,0.685,11,-5.91,0,0.0437,0.0343,0.0248,0.232,0.369,113.706,220867,4
2015,2tnUFMh3wQk6LHhECsDDl,Electric Love,BØRNS,0.373,0.858,6,-6.536,0,0.0889,0.00407,0.0016,0.256,0.605,120.063,218173,4
2015,1u8c2t2Cy7UBoG4ArRcF5,Blank Space,Taylor Swift,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,231827,4
2015,2f3GPCYUaoOLoQHRXrlMa,Hurt Me (2015),Låpsley,0.681,0.615,8,-8.536,1,0.147,0.449,0.000115,0.0884,0.412,137.906,238952,4
2015,7fBv7CLKzipRk6EC6TWHO,The Hills,The Weeknd,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,242253,4
2015,3nnG7AM9QopHVPEuLX3Kh,Let It Go,James Bay,0.536,0.311,1,-10.396,1,0.0288,0.82,1.65E-05,0.107,0.246,147.486,260533,4
2015,2iuZJX9X9P0GKaE93xcPj,Sugar,Maroon 5,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493,4
2015,7i9mpmiDjJaemfUHDI7lB,Do You Remember,Jarryd James,0.662,0.334,1,-10.012,0,0.0584,0.169,0.000458,0.124,0.315,72.014,234427,4
2015,6cSsWi1c3ewIEmbqdUWsU,Unsteady,X Ambassadors,0.376,0.662,0,-6.124,1,0.057,0.175,0.000691,0.203,0.236,107.209,193546,4
2015,0cj2joJcY6b4XSRfj2eZO,When We Were Young,Adele,0.377,0.595,3,-5.936,1,0.0489,0.303,0,0.095,0.264,144.464,290900,4
2015,6K4t31amVTZDgR3sKmwUJ,The Less I Know The Better,Tame Impala,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4
2015,3dYD57lRAUcMHufyqn9Gc,Take Me To Church,Hozier,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,241688,4
2015,6uTb5oNK9RkTjxmh73W7M,Die A Happy Man,Thomas Rhett,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39E-06,0.116,0.4,166.052,227427,4
2015,1KZyVnyptQcPzkx7ELCnZ,Hold Back The River,James Bay,0.715,0.715,5,-7.364,1,0.0902,0.0526,0,0.0936,0.507,134.922,238747,4
2015,0hNduWmlWmEmuwEFcYvRu,Sunset Lover,Petit Biscuit,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,237793,4
